name,description,img,url,children,parent
Бойлеры,,,/ru/category/Boyleri-c7898/,[],Климатическая техника
Кондиционеры,,,/ru/category/Kondicioneri-c7899/,[],Климатическая техника
Вентиляторы,,,/ru/category/Ventilyatori-c7900/,[],Климатическая техника
Увлажнители воздуха,,,/ru/category/Uvlazhniteli_vozduha-c7901/,[],Климатическая техника
Фильтр к увлажнителю воздуха,,,/ru/category/Filtr_k_uvlazhnitelyu_vozduha-c7902/,[],Климатическая техника
Аксессуары к обогревателям,,,/ru/category/Aksessuari_k_obogrevatelyam-c7903/,[],Климатическая техника
Воздухоочистители,,,/ru/category/Vozduhoochistiteli-c7905/,[],Климатическая техника
Бойлеры косвенного нагрева,,,/ru/category/Boyleri_kosvennogo_nagreva-c7907/,[],Климатическая техника
Проточные водонагреватели,,,/ru/category/Protochnie_vodonagrevateli-c7908/,[],Климатическая техника
Электропростыни,,,/ru/category/Elektroprostini-c7959/,[],Климатическая техника
Электрогрелки,,,/ru/category/Elektrogrelki-c7960/,[],Климатическая техника
Теплые полы,,,/ru/category/Teplie_poli-c8607/,[],Климатическая техника
Осушители воздуха,,,/ru/category/Osushiteli_vozduha-c8567/,[],Климатическая техника
Отопительные котлы,,,/ru/category/Otopitelnie_kotli-c8452/,[],Климатическая техника
Тепловые завесы,,,/ru/category/Teplovie_zavesi-c8256/,[],Климатическая техника
Вытяжные вентиляторы,,,/ru/category/Vityazhnie_ventilyatori-c8753/,[],Климатическая техника
Терморегуляторы,,,/ru/category/Termoregulyatori-c8651/,[],Климатическая техника
Уход и уборка,, https://img8.itbox.ua/150x150/prod_img/8/U0395048.jpg ,/ru/group/Uhod_i_uborka-c7943/,[],Техника и товары для дома
Пылесосы,,,/ru/category/Pilesosi-c7944/,[],Уход и уборка
Утюги,,,/ru/category/Utyugi-c7945/,[],Уход и уборка
Пароочистители,,,/ru/category/Paroochistiteli-c7946/,[],Уход и уборка
Паровые станции,,,/ru/category/Paroviestancii-c7947/,[],Уход и уборка
Отпариватели,,,/ru/category/Otparivateli-c7948/,[],Уход и уборка
Швейные машины,,,/ru/category/Shveynie_mashini-c7950/,[],Уход и уборка
Машинки для чистки катышков,,,/ru/category/Mashinki_dlya_chistki_katishkov-c7951/,[],Уход и уборка
Швейно-вышивальные машины,,,/ru/category/Shveynie_mashini-c7952/,[],Уход и уборка
Аксессуары к бытовой технике,, https://img8.itbox.ua/150x150/prod_img/8/U0395048.jpg ,/ru/group/Aksessuari_k_bitovoy_tehnike-c7880/,[],Техника и товары для дома
Аксессуары к посудомойкам,,,/ru/category/Aksessuari_k_posudomoykam-c7881/,[],Аксессуары к бытовой технике
Аксессуары к холодильникам,,,/ru/category/Aksessuari_k_holodilnikam-c7885/,[],Аксессуары к бытовой технике
Аксессуары к мясорубкам,,,/ru/category/Aksessuari_k_myasorubkam-c7886/,[],Аксессуары к бытовой технике
Аксессуары к комбайнам,,,/ru/category/Aksessuari_k_kombaynam-c7887/,[],Аксессуары к бытовой технике
Насадки для комбайнов,,,/ru/category/Nasadki_dlya_kombaynov-c7888/,[],Аксессуары к бытовой технике
Аксессуары к мультиваркам,,,/ru/category/Aksessuari_k_multivarkam-c7889/,[],Аксессуары к бытовой технике
Аксессуары к варочной панели,,,/ru/category/Aksessuari_k_varochnoy_paneli-c7890/,[],Аксессуары к бытовой технике
Аксессуары к вытяжкам,,,/ru/category/Aksessuari_k_vityazhkam-c7891/,[],Аксессуары к бытовой технике
Аксессуары к духовкам,,,/ru/category/Aksessuari_k_duhovkam-c7892/,[],Аксессуары к бытовой технике
Аксессуары к сушилкам,,,/ru/category/Aksessuari_k_sushilkam-c7893/,[],Аксессуары к бытовой технике
Аксессуары к стиралкам,,,/ru/category/Aksessuari_k_stiralkam-c7894/,[],Аксессуары к бытовой технике
Аксессуары к утюгам,,,/ru/category/Aksessuari_k_utyugam-c7895/,[],Аксессуары к бытовой технике
Аксессуары к СВЧ,,,/ru/category/Aksessuari_k_SVCh-c7968/,[],Аксессуары к бытовой технике
Аксесуары к пылесосам,,,/ru/category/Aksesuari_k_pilesosam-c8639/,[],Аксессуары к бытовой технике
Аксессуары для кофеварок,,,/ru/category/Aksessuari_dlya_kofevarok-c8686/,[],Аксессуары к бытовой технике
Аксессуары для плит,,,/ru/category/Aksessuari_dlya_plit-c8654/,[],Аксессуары к бытовой технике
Аксессуары,, https://img8.itbox.ua/150x150/prod_img/8/U0395048.jpg ,/ru/group/Aksessuari-c8045/,[],Техника и товары для дома
Аксессуары к электробритвам,,,/ru/category/Aksessuari_k_elektrobritvam-c8046/,[],Аксессуары
Насадки для зубной щетки,,,/ru/category/Nasadki_dlya_zubnoy_schetki-c8047/,[],Аксессуары
Аксессуары к эпиляторам,,,/ru/category/Aksessuari_k_epilyatoram-c8048/,[],Аксессуары
Аксессуары к триммерам,,,/ru/category/Aksessuari_k_trimmeram-c8049/,[],Аксессуары
Зеркала,,,/ru/category/Zerkala-c8050/,[],Аксессуары
Для красоты и ухода,,https://video.rozetka.com.ua/img_superportal/bytovaya_tehnika_interer/2_4.png,/ru/group/Dlya_krasoti_i_uhoda-c8293/,[],
Весы напольные,,,/ru/category/Vesi_napolnie-c8024/,[],Для красоты и ухода
Фены,,,/ru/category/Feni-c8025/,[],Для красоты и ухода
Фен-щетки,,,/ru/category/Fen-schetki-c8026/,[],Для красоты и ухода
Плойки,,,/ru/category/Ployki-c8027/,[],Для красоты и ухода
Машинки для завивки волос,,,/ru/category/Mashinki_dlya_zavivki_volos-c8028/,[],Для красоты и ухода
Выпрямители для волос,,,/ru/category/Vipryamiteli_dlya_volos-c8029/,[],Для красоты и ухода
Машинки для стрижки,,,/ru/category/Mashinki_dlya_strizhki-c8030/,[],Для красоты и ухода
Триммеры,,,/ru/category/Trimmeri-c8031/,[],Для красоты и ухода
Электробритвы,,,/ru/category/Elektrobritvi-c8032/,[],Для красоты и ухода
Эпиляторы,,,/ru/category/Epilyatori-c8033/,[],Для красоты и ухода
Массажеры,,,/ru/category/Massazheri-c8035/,[],Для красоты и ухода
Массажные ванны для ног,,,/ru/category/Massazhnaya_vanna_dlya_nog-c8036/,[],Для красоты и ухода
Приборы для чистки лица,,,/ru/category/Pribori_dlya_chistki_lica-c8037/,[],Для красоты и ухода
Щетки для лица,,,/ru/category/Schetki_dlya_lica-c8039/,[],Для красоты и ухода
Сауны для лица,,,/ru/category/Sauni_dlya_lica-c8040/,[],Для красоты и ухода
Стайлеры,,,/ru/category/Stayleri-c8041/,[],Для красоты и ухода
Тонометры,,,/ru/category/Tonometri-c8042/,[],Для красоты и ухода
Термобигуди,,,/ru/category/Termobigudi-c8044/,[],Для красоты и ухода
Электрические зубные щетки,,,/ru/category/Elektricheskie_zubnie_schetki-c8034/,[],Для красоты и ухода
Маникюрные приборы,,,/ru/category/Manikyurnie_pribori-c8083/,[],Для красоты и ухода
Термометры,,,/ru/category/Termometri-c8043/,[],Для красоты и ухода
Лампы для маникюра,,,/ru/category/Lampi_dlya_manikyura-c8564/,[],Для красоты и ухода
Электрические пилочки,,,/ru/category/Elektricheskie_pilochki-c8092/,[],Для красоты и ухода
Щетки для волос,,,/ru/category/Schetki_dlya_volos-c8418/,[],Для красоты и ухода
